event_id;Agency;year;month;day;hour;minute;second;latitude;longitude;depth;magnitude;magType;catalog
sara_pre1964_000936;ISCGE013;1928;12;2;4;20;36;-35.685;-72.812;30;6.96;Mw;sara
sara_pre1964_000937;CERES995;1928;12;6;2;0;0;-33.5;-69.5;;5.62;Mw;sara
sara_pre1964_000938;CERES995;1928;12;8;17;25;0;-28.399;-68.2;;5.79;Mw;sara
sara_pre1964_000939;CERES995;1928;12;21;0;28;0;-34;-69;;5.45;Mw;sara
sara_pre1964_000940;CERES995;1928;;;;;;-21.82;-52.049;;2.14;Mw;sara
sara_pre1964_000941;ISCGE015;1929;1;17;11;45;43.49;10.543;-64.444;10;6.7;Mw;sara
sara_pre1964_000942;CERES995;1929;1;30;1;55;0;9.33;-70.64;0;5.2;Mw;sara
sara_pre1964_000943;CERES995;1929;2;19;5;24;0;-17;-63;;5.54;Mw;sara
sara_pre1964_000944;OSC013;1929;2;19;5;24;8;-17.48;-63.59;33;5.49;Mw;sara
sara_pre1964_000945;CERES995;1929;3;11;13;25;32;10.5;-75.5;;5.42;Mw;sara
sara_pre1964_000946;CERES995;1929;3;16;8;0;0;9.9;-69.39;0;5.71;Mw;sara
sara_pre1964_000947;CERES995;1929;3;17;2;0;0;9.9;-69.39;0;5.71;Mw;sara
sara_pre1964_000948;CERES995;1929;5;23;5;4;0;-32.899;-68.9;30;5.88;Mw;sara
sara_pre1964_000949;CERES995;1929;5;25;11;59;38;-8.5;-75.5;150;6.81;Mw;sara
sara_pre1964_000950;ISCGE013;1929;5;30;9;43;24;-34.866;-67.885;40;6.58;Mw;sara
sara_pre1964_000951;CERES995;1929;6;1;22;18;0;-34.799;-68.2;;5.28;Mw;sara
sara_pre1964_000952;CERES995;1929;6;4;14;40;0;-35.2;-68.099;;5.28;Mw;sara
sara_pre1964_000953;CERES995;1929;6;15;21;26;0;-31;-68;;5.28;Mw;sara
sara_pre1964_000954;CERES995;1929;6;20;7;39;0;-31.5;-68;;5.79;Mw;sara
sara_pre1964_000955;BEAAL010;1929;7;25;8;39;12;-0.4;-78.549;;5.88;Mw;sara
sara_pre1964_000956;CERES995;1929;7;27;1;59;0;-34;-69.5;;5.88;Mw;sara
sara_pre1964_000957;CERES995;1929;8;4;14;45;0;-0.4;-78.549;;5.42;Mw;sara
sara_pre1964_000958;CERES995;1929;8;9;3;57;0;-34;-68;;5.28;Mw;sara
sara_pre1964_000959;CERES995;1929;10;5;;;;-5.11;-38.369;;3.23;Mw;sara
sara_pre1964_000960;CERES995;1929;10;18;23;54;0;-35.5;-69.5;;5.54;Mw;sara
sara_pre1964_000961;ISCGE013;1929;10;19;10;12;52;-22.751;-68.403;65;6.85;Mw;sara
sara_pre1964_000962;CERES995;1929;10;19;20;20;42;-23;-69;100;6.09;Mw;sara
sara_pre1964_000963;CERES995;1929;10;20;3;50;0;10.68;-61.509;0;4.93;Mw;sara
sara_pre1964_000964;CERES995;1929;10;22;18;10;0;-26;-68.5;;5.96;Mw;sara
sara_pre1964_000965;BSB012;1929;11;10;1;4;0;-27.5;-58.9;;2.27;Mw;sara
sara_pre1964_000966;CERES995;1929;11;23;12;32;0;-30.6;-69.7;;5.62;Mw;sara
sara_pre1964_000967;CERES995;1929;12;5;22;28;0;-31.699;-68.4;;5.37;Mw;sara
sara_pre1964_000968;OSC013;1929;12;11;7;26;8;-21;-67;173;6.71;Mw;sara
sara_pre1964_000969;CERES995;1929;12;20;16;27;0;-28;-64;;5.45;Mw;sara
sara_pre1964_000970;CERES995;1929;12;31;20;14;0;-31.5;-69.799;;6.05;Mw;sara
sara_pre1964_000971;CERES995;1929;;;;;;-4.56;-37.759;;3.6;Mw;sara
sara_pre1964_000972;CERES995;1930;1;9;7;58;0;-33;-69.5;;5.96;Mw;sara
sara_pre1964_000973;CERES995;1930;1;13;13;23;0;-31;-68.5;;5.96;Mw;sara
sara_pre1964_000974;CERES995;1930;2;4;17;0;0;10.64;-71.62;0;5.2;Mw;sara
sara_pre1964_000975;CERES995;1930;2;10;4;47;0;-24;-64;;5.71;Mw;sara
sara_pre1964_000976;CERES995;1930;3;27;10;40;0;-33.5;-70;;5.37;Mw;sara
sara_pre1964_000977;CERES995;1930;5;19;19;39;0;-30.5;-69;;5.54;Mw;sara
sara_pre1964_000978;CERES995;1930;5;29;8;30;54;7;-74.5;220;6.09;Mw;sara
sara_pre1964_000979;CERES995;1930;6;13;19;58;0;-32;-68;;5.71;Mw;sara
sara_pre1964_000980;ISCGE013;1930;6;25;10;17;38;-15.34;-75.034;30;6.36;Mw;sara
sara_pre1964_000981;ISCGE013;1930;6;25;21;21;45;-14.979;-76.101;15;6.45;Mw;sara
sara_pre1964_000982;CERES995;1930;7;7;12;40;0;-34;-69;;5.96;Mw;sara
sara_pre1964_000983;ISCGE013;1930;7;13;1;12;10.4;-56.21;-70.637;10;6.28;Mw;sara
sara_pre1964_000984;CERES995;1930;8;4;5;4;31;-9.5;-70.5;650;6.52;Mw;sara
sara_pre1964_000985;CERES995;1930;8;4;5;4;31;-9.5;-70.5;650;6.52;Mw;sara
sara_pre1964_000986;CERES995;1930;9;11;19;16;0;-31;-66;;5.37;Mw;sara
sara_pre1964_000987;CERES995;1930;9;23;23;34;10;-26;-66;150;6.52;Mw;sara
sara_pre1964_000988;CERES995;1930;10;19;6;44;0;-36;-69;;5.62;Mw;sara
sara_pre1964_000989;CERES995;1930;11;24;6;6;48;-2;-77;100;6.32;Mw;sara
sara_pre1964_000990;CERES995;1930;12;24;6;2;50;-24.699;-66.299;30;6.09;Mw;sara
sara_pre1964_000991;CERES995;1931;2;18;12;58;0;-29;-66.5;;6.13;Mw;sara
sara_pre1964_000992;ISCGE013;1931;3;18;8;2;26.59;-33.778;-71.478;35;7.21;Mw;sara
sara_pre1964_000993;CERES995;1931;4;3;1;56;11;-9.25;-79;;6.32;Mw;sara
sara_pre1964_000994;CERES995;1931;4;3;5;19;6;-27;-65;180;6.32;Mw;sara
sara_pre1964_000995;CERES995;1931;5;1;22;36;58.1;8.1;-69.64;25;6.32;Mw;sara
sara_pre1964_000996;LEYAL009;1931;5;20;21;53;54;-27.5;-71.5;35;6.22;Mw;sara
sara_pre1964_000997;CERES995;1931;5;24;5;49;0;-29;-68.5;;5.62;Mw;sara
sara_pre1964_000998;CERES995;1931;5;28;3;15;4;-20.5;-70.5;120;6.52;Mw;sara
sara_pre1964_000999;CERES995;1931;6;15;11;19;55;-14.5;-75.5;;6.09;Mw;sara
sara_pre1964_001000;CERES995;1931;6;18;14;35;0;-14.139;-71.36;15;6.52;Mw;sara
sara_pre1964_001001;CERES995;1931;6;29;20;24;4;-29.5;-71;;6.09;Mw;sara
sara_pre1964_001002;CERES995;1931;7;11;5;56;13;-8.5;-74.5;120;6.32;Mw;sara
sara_pre1964_001003;CERES995;1931;7;16;20;26;12;-0.9;-78.7;;5.89;Mw;sara
sara_pre1964_001004;CERES995;1931;7;18;5;27;5;-22.5;-69;150;6.81;Mw;sara
sara_pre1964_001005;CERES995;1931;7;27;16;28;54;1.5;-90.5;;5.82;Mw;sara
sara_pre1964_001006;CERES995;1931;8;17;5;5;25;-32.5;-69.5;120;5.96;Mw;sara
sara_pre1964_001007;CERES995;1931;8;21;12;35;0;-0.9;-77.8;;5.42;Mw;sara
sara_pre1964_001008;CERES995;1931;9;11;22;22;0;-34;-68.5;;5.28;Mw;sara
sara_pre1964_001009;CERES995;1931;9;12;15;41;32;5;-77.5;;6.22;Mw;sara
sara_pre1964_001010;CERES995;1931;10;8;1;12;0;-37.5;-68;;5.28;Mw;sara
sara_pre1964_001011;CERES995;1931;11;7;16;20;0;-32.5;-68;;5.54;Mw;sara
sara_pre1964_001012;CERES995;1931;11;17;2;50;0;-27;-67.5;;5.54;Mw;sara
sara_pre1964_001013;CERES995;1931;11;24;8;25;0;-33;-69.5;;5.54;Mw;sara
sara_pre1964_001014;CERES995;1932;1;4;2;41;0;-37;-70.5;;5.71;Mw;sara
sara_pre1964_001015;CERES995;1932;1;20;2;30;50;-12;-77.5;100;6.81;Mw;sara
sara_pre1964_001016;CERES995;1932;1;26;13;0;0;-32;-69;;5.28;Mw;sara
sara_pre1964_001017;CERES995;1932;2;17;16;6;57;12;-73.5;;5.82;Mw;sara
sara_pre1964_001018;CERES995;1932;2;27;8;49;40;-22.5;-70;120;5.76;Mw;sara
sara_pre1964_001019;CERES995;1932;3;1;19;1;50;-36.5;-70;290;5.76;Mw;sara
sara_pre1964_001020;PALAL009;1932;3;14;22;42;;8.3;-72;;6.5;Mw;sara
sara_pre1964_001021;LEYAL009;1932;4;26;7;54;0;-25;-69.5;70;6.52;Mw;sara
sara_pre1964_001022;CERES995;1932;5;7;1;34;0;-28.5;-69;;5.71;Mw;sara
sara_pre1964_001023;CERES995;1932;5;8;19;21;17;-32.5;-69.5;110;5.76;Mw;sara
sara_pre1964_001024;CERES995;1932;5;10;11;53;4;-32;-70;110;5.76;Mw;sara
sara_pre1964_001025;CERES995;1932;5;30;0;22;45;-19;-69;160;5.96;Mw;sara
sara_pre1964_001026;CERES995;1932;5;31;13;30;12;-26.5;-66.4;;6.09;Mw;sara
sara_pre1964_001027;CERES995;1932;6;9;6;30;43;-27.5;-70.5;80;5.96;Mw;sara
sara_pre1964_001028;CERES995;1932;6;11;13;11;32;-35;-71;80;5.96;Mw;sara
sara_pre1964_001029;CERES995;1932;6;14;19;54;0;-31;-67;;5.37;Mw;sara
sara_pre1964_001030;CERES995;1932;6;18;0;13;39;-20;-71;70;6.32;Mw;sara
sara_pre1964_001031;CERES995;1932;6;22;5;30;0;-29.5;-70;;5.62;Mw;sara
sara_pre1964_001032;CERES995;1932;6;25;2;31;41;-6.5;-81.5;;6.47;Mw;sara
sara_pre1964_001033;CERES995;1932;6;29;22;20;12;7;-77.5;;5.82;Mw;sara
sara_pre1964_001034;CERES995;1932;7;9;23;20;0;-32.5;-69.5;;5.37;Mw;sara
sara_pre1964_001035;CERES995;1932;7;29;0;45;18;-19;-70;110;6.09;Mw;sara
sara_pre1964_001036;CERES995;1932;8;6;3;57;0;-16.7;-71.7;90;6.23;Mw;sara
sara_pre1964_001037;CERES995;1932;8;15;20;31;0;-32.5;-69;;5.45;Mw;sara
sara_pre1964_001038;CERES995;1932;9;5;6;23;50;-6;-81;50;6.09;Mw;sara
sara_pre1964_001039;CERES995;1932;10;3;4;37;40;-1;-91;;5.82;Mw;sara
sara_pre1964_001040;CERES995;1932;11;1;10;38;54;-24;-70;100;6.09;Mw;sara
sara_pre1964_001041;CERES995;1932;11;10;13;53;0;-30;-61;;5.96;Mw;sara
sara_pre1964_001042;ISCGE013;1932;11;29;11;11;1.13;-32.192;-71.305;35;6.63;Mw;sara
sara_pre1964_001043;CERES995;1932;12;8;12;19;0;-33.5;-68.5;;5.62;Mw;sara
sara_pre1964_001044;CERES995;1932;12;9;8;34;55;-15;-75;75;6.52;Mw;sara
sara_pre1964_001045;CERES995;1932;12;25;12;32;3;-18.69;-66.01;;5.62;Mw;sara
sara_pre1964_001046;CERES995;1933;1;30;7;34;0;-29;-69;;5.71;Mw;sara
sara_pre1964_001047;CERES995;1933;2;10;8;46;1;-23;-68;110;5.96;Mw;sara
sara_pre1964_001048;CERES995;1933;2;10;22;0;50;1.2;-77.5;;5.89;Mw;sara
sara_pre1964_001049;SGC014;1933;2;11;3;0;0;1.3;-78;0;5.76;Mw;sara
sara_pre1964_001050;CERES995;1933;2;12;4;36;0;-27;-66;;5.71;Mw;sara
sara_pre1964_001051;ISCGE013;1933;2;23;8;9;20.39;-20.5;-70.157;35;7.25;Mw;sara
sara_pre1964_001052;CERES995;1933;3;25;8;33;0;-30;-68.4;;5.88;Mw;sara
sara_pre1964_001053;CERES995;1933;5;6;;;;-3.83;-51.84;;1.78;Mw;sara
sara_pre1964_001054;CERES995;1933;5;18;4;28;35;0.5;-78.5;60;5.82;Mw;sara
sara_pre1964_001055;CERES995;1933;6;3;7;48;0;-28;-68;;5.45;Mw;sara
sara_pre1964_001056;CERES995;1933;6;5;1;43;0;-33;-70;;5.45;Mw;sara
sara_pre1964_001057;CERES995;1933;6;6;3;0;0;-29;-67;;5.28;Mw;sara
sara_pre1964_001058;CERES995;1933;6;20;9;6;0;-31;-65;;5.45;Mw;sara
sara_pre1964_001059;CERES995;1933;7;23;4;13;11;-15.75;-75.25;80;6.09;Mw;sara
sara_pre1964_001060;CERES995;1933;7;31;15;23;7;-15.5;-75.5;80;6.09;Mw;sara
sara_pre1964_001061;CERES995;1933;8;6;2;54;52;-11;-75.5;100;6.52;Mw;sara
sara_pre1964_001062;CERES995;1933;8;9;23;2;45;-15.5;-68.5;170;6.22;Mw;sara
sara_pre1964_001063;CERES995;1933;8;20;22;59;16;-13;-80;;5.82;Mw;sara
sara_pre1964_001064;CERES995;1933;8;22;9;49;58;-13;-80;;5.82;Mw;sara
sara_pre1964_001065;CERES995;1933;8;29;14;52;36;-10.9;-69.5;650;6.52;Mw;sara
sara_pre1964_001066;CERES995;1933;9;14;7;59;24;-19;-70.5;100;5.62;Mw;sara
sara_pre1964_001067;CERES995;1933;10;1;2;40;42;-7;-75.25;120;6.32;Mw;sara
sara_pre1964_001068;ISCGE013;1933;10;2;15;29;28.9;-1.834;-80.846;15;6.72;Mw;sara
sara_pre1964_001069;CERES995;1933;10;3;10;21;20;-1.75;-80.75;;6.32;Mw;sara
sara_pre1964_001070;CERES995;1933;10;3;14;21;49;-1.75;-80.75;;6.09;Mw;sara
sara_pre1964_001071;CERES995;1933;10;10;3;34;12;-22.5;-69.5;110;5.76;Mw;sara
sara_pre1964_001072;CERES995;1933;10;12;7;12;50;-23;-69.5;100;6.32;Mw;sara
sara_pre1964_001073;CERES995;1933;10;19;7;11;0;-32;-70;;5.88;Mw;sara
sara_pre1964_001074;ENGV002;1933;10;25;23;28;15.68;-23.686;-66.65;206.5;6.98;Mw;sara
sara_pre1964_001075;ISCGE013;1933;10;26;12;7;5.63;-60.213;-58.67;10;6.61;Mw;sara
sara_pre1964_001076;CERES995;1933;11;3;4;14;43;-22;-70.5;70;5.76;Mw;sara
sara_pre1964_001077;CERES995;1933;11;4;8;41;18.2;8.36;-71.81;25;6.09;Mw;sara
sara_pre1964_001078;CERES995;1933;11;14;14;5;9;-32;-69.5;110;6.52;Mw;sara
sara_pre1964_001079;ISCGE013;1933;12;2;20;5;10.31;-51.844;-46.353;10;6.35;Mw;sara
sara_pre1964_001080;CERES995;1933;12;10;7;49;2;-30;-71;;5.82;Mw;sara
sara_pre1964_001081;CERES995;1933;12;21;4;31;55;-31;-69;120;6.32;Mw;sara
sara_pre1964_001082;CERES995;1933;12;29;8;17;1;-5;-81.5;;5.45;Mw;sara
sara_pre1964_001083;CERES995;1934;1;1;8;5;14;-29.5;-71;;5.82;Mw;sara
sara_pre1964_001084;CERES995;1934;1;9;7;32;32;-28.5;-63;630;6.09;Mw;sara
sara_pre1964_001085;CERES995;1934;2;15;0;34;0;-34;-66;;5.45;Mw;sara
sara_pre1964_001086;ISCGE013;1934;3;1;21;45;16.74;-40.535;-72.459;15;6.59;Mw;sara
sara_pre1964_001087;CERES995;1934;3;7;0;51;0;-34;-69;;5.54;Mw;sara
sara_pre1964_001088;CERES995;1934;3;10;11;4;0;-29.1;-68.2;;5.54;Mw;sara
sara_pre1964_001089;CERES995;1934;3;24;22;52;46;-23;-66;270;5.96;Mw;sara
sara_pre1964_001090;CERES995;1934;3;31;3;13;0;-28.5;-72;60;5.76;Mw;sara
sara_pre1964_001091;CERES995;1934;4;3;7;36;27;4;-78;;6.09;Mw;sara
sara_pre1964_001092;CERES995;1934;4;6;12;7;9;3.4;-77.8;;5.42;Mw;sara
sara_pre1964_001093;CERES995;1934;5;11;17;13;8;-19.5;-71;;5.82;Mw;sara
sara_pre1964_001094;CERES995;1934;6;9;9;44;0;-32.7;-69.7;;5.96;Mw;sara
sara_pre1964_001095;CERES995;1934;6;9;11;4;0;-34;-68;;5.28;Mw;sara
sara_pre1964_001096;CERES995;1934;6;10;19;27;0;-34;-66;;4.86;Mw;sara
sara_pre1964_001097;CERES995;1934;6;11;3;7;9;-33.5;-64.5;30;6.09;Mw;sara
sara_pre1964_001098;CERES995;1934;6;11;6;0;33;-33.5;-64.5;30;6.09;Mw;sara
sara_pre1964_001099;CERES995;1934;6;12;0;9;0;-31.8;-66.9;;5.45;Mw;sara
sara_pre1964_001100;CERES995;1934;6;24;5;59;34;-22;-68.6;100;6.91;Mw;sara
sara_pre1964_001101;CERES995;1934;7;4;10;44;0;-27;-63;;5.37;Mw;sara
sara_pre1964_001102;CERES995;1934;7;21;10;37;0;-24.4;-67.4;;5.79;Mw;sara
sara_pre1964_001103;CERES995;1934;7;28;17;25;30;-31;-71.5;;5.82;Mw;sara
sara_pre1964_001104;CERES995;1934;8;6;12;7;8;3.2;-77.7;;6.09;Mw;sara
sara_pre1964_001105;CERES995;1934;8;15;19;10;0;-2.3;-79;;5.42;Mw;sara
sara_pre1964_001106;CERES995;1934;9;26;1;8;0;-34;-69;;5.28;Mw;sara
sara_pre1964_001107;CERES995;1934;9;26;7;27;28;5.25;-33;;6.32;Mw;sara
sara_pre1964_001108;CERES995;1934;10;13;1;47;0;-28.3;-66.3;;5.28;Mw;sara
sara_pre1964_001109;CERES995;1934;10;29;23;25;23;-5;-78;110;6.32;Mw;sara
sara_pre1964_001110;CERES995;1934;11;28;5;48;50;-22.5;-69;80;5.96;Mw;sara
sara_pre1964_001111;ISCGE013;1934;12;4;17;24;34.79;-19.23;-69.706;35;6.51;Mw;sara
sara_pre1964_001112;CERES995;1934;12;13;10;12;0;0.1;-78.4;;5.42;Mw;sara
sara_pre1964_001113;CERES995;1934;12;16;16;31;10;-24;-68;150;6.09;Mw;sara
sara_pre1964_001114;CERES995;1934;12;23;9;52;28;-21;-68;100;6.52;Mw;sara
sara_pre1964_001115;CERES995;1935;1;6;;;;-21.03;-44.75;;1.78;Mw;sara
sara_pre1964_001116;CERES995;1935;1;21;15;31;0;-26.5;-65;600;6.13;Mw;sara
sara_pre1964_001117;CERES995;1935;2;13;17;22;1;-25.5;-69;100;6.52;Mw;sara
sara_pre1964_001118;CERES995;1935;2;18;8;36;0;-29;-67;;5.37;Mw;sara
sara_pre1964_001119;CERES995;1935;2;22;8;53;0;-31;-70.2;;5.79;Mw;sara
sara_pre1964_001120;LEYAL009;1935;2;28;7;10;25;-23;-67;200;6.22;Mw;sara
sara_pre1964_001121;CERES995;1935;3;5;22;35;0;-9.82;-77.43;25;6.23;Mw;sara
sara_pre1964_001122;CERES995;1935;3;8;11;59;14;-4;-80;100;6.09;Mw;sara
sara_pre1964_001123;CERES995;1935;3;9;2;54;37;-12;-78;150;5.96;Mw;sara
sara_pre1964_001124;CERES995;1935;3;26;19;54;47;-15.5;-73;120;6.09;Mw;sara
sara_pre1964_001125;CERES995;1935;4;2;18;59;0;-32;-68;;5.54;Mw;sara
sara_pre1964_001126;CERES995;1935;4;10;22;32;31;10.5;-62;100;6.52;Mw;sara
sara_pre1964_001127;CERES995;1935;5;8;20;57;0;-24;-67;;5.62;Mw;sara
sara_pre1964_001128;CERES995;1935;5;28;12;8;54;-33.5;-68;200;5.96;Mw;sara
sara_pre1964_001129;ECU014;1935;6;11;21;55;55;3.5;-83;35;5.82;Mw;sara
sara_pre1964_001130;CERES995;1935;6;28;2;0;35;-34;-73;;6.09;Mw;sara
sara_pre1964_001131;CERES995;1935;7;26;19;41;0;-34;-68;;5.28;Mw;sara
sara_pre1964_001132;CERES995;1935;8;5;23;50;10;-35;-72;;6.09;Mw;sara
sara_pre1964_001133;GOMAL015;1935;8;7;9;2;18;1.09;-77.64;;5.72;Mw;sara
sara_pre1964_001134;CERES995;1935;9;9;15;21;0;-30.8;-69.5;;5.71;Mw;sara
sara_pre1964_001135;GOMAL015;1935;9;18;4;58;0;5.5;-76;80;6.51;Mw;sara
sara_pre1964_001136;OSC013;1935;9;19;9;55;46;-15.8;-69.2;223;5.03;Mw;sara
sara_pre1964_001137;CERES995;1935;9;28;4;0;30;-23;-68.5;100;5.62;Mw;sara
sara_pre1964_001138;CERES995;1935;10;17;;;;-21.03;-44.75;;1.78;Mw;sara
sara_pre1964_001139;CERES995;1935;10;21;10;40;0;-21.03;-44.75;;3.72;Mw;sara
sara_pre1964_001140;CERES995;1935;10;22;23;;;-21.03;-44.75;;1.78;Mw;sara
sara_pre1964_001141;GOMAL015;1935;10;26;20;15;0;1.081;-77.557;20;5.62;Mw;sara
sara_pre1964_001142;CERES995;1935;10;27;22;5;2;4;-76;0;5.76;Mw;sara
sara_pre1964_001143;CERES995;1935;11;2;21;5;40;-2;-79;130;6.09;Mw;sara
sara_pre1964_001144;CERES995;1935;11;23;7;52;30;0.5;-85.5;60;6.32;Mw;sara
sara_pre1964_001145;CERES995;1935;11;24;17;39;0;-31;-70;;5.28;Mw;sara
sara_pre1964_001146;SGC014;1935;11;30;3;39;51.2;9.654;-79.74;35;6.42;Mw;sara
sara_pre1964_001147;CERES995;1935;12;14;1;31;13;-9.5;-70.5;650;6.91;Mw;sara
sara_pre1964_001148;CERES995;1935;12;16;16;57;24;-9.5;-70.5;650;6.32;Mw;sara
sara_pre1964_001149;CERES995;1935;12;20;11;12;0;-32;-69;;5.71;Mw;sara
sara_pre1964_001150;ISCGE013;1935;12;24;12;24;13.18;2.614;-79.464;25;6.2;Mw;sara
sara_pre1964_001151;CERES995;1935;12;28;4;50;49;-9.5;-70.5;650;5.96;Mw;sara
sara_pre1964_001152;GOMAL015;1936;1;10;4;30;;1.089;-77.586;20;5.25;Mw;sara
sara_pre1964_001153;ENGV002;1936;1;14;14;12;20.12;-28.922;-62.624;601.7;6.71;Mw;sara
sara_pre1964_001154;CERES995;1936;1;31;15;14;15;-22;-67;160;5.76;Mw;sara
sara_pre1964_001155;CERES995;1936;2;16;3;9;7;-28;-71.5;;5.82;Mw;sara
sara_pre1964_001156;CERES995;1936;4;30;17;6;19;-31;-65;200;6.09;Mw;sara
sara_pre1964_001157;CERES995;1936;5;6;3;38;55;-8;-75;160;6.09;Mw;sara
sara_pre1964_001158;ISCGE013;1936;5;22;0;16;0.65;-32.248;-65.731;15;6.24;Mw;sara
sara_pre1964_001159;CERES985;1936;6;13;6;30;;10.48;-63.55;;4.93;Mw;sara
sara_pre1964_001160;CERES995;1936;6;22;10;28;6;-22;-68;100;6.09;Mw;sara
sara_pre1964_001161;CERES995;1936;7;4;8;52;35;-18;-70;140;6.09;Mw;sara
sara_pre1964_001162;ISCGE013;1936;7;13;11;12;19.31;-24.72;-70.11;35;7.55;Mw;sara
sara_pre1964_001163;GOMAL015;1936;7;15;23;0;0;1.149;-77.683;20;5.81;Mw;sara
sara_pre1964_001164;CERES995;1936;7;17;17;29;11;1.5;-77;;4.75;Mw;sara
sara_pre1964_001165;CERES995;1936;7;19;2;36;54;1;-77.3;;5.42;Mw;sara
sara_pre1964_001166;ISCGE013;1936;7;26;7;36;59.47;-24.341;-70.889;35;6.59;Mw;sara
sara_pre1964_001167;CERES995;1936;8;26;7;22;0;-0.05;-78.45;;4.95;Mw;sara
sara_pre1964_001168;CERES995;1936;9;16;17;44;13;-16;-72.5;130;5.96;Mw;sara
sara_pre1964_001169;CERES995;1936;11;7;5;7;30;-24;-66;200;5.96;Mw;sara
sara_pre1964_001170;CERES995;1936;11;7;6;32;47;-23;-67;200;6.09;Mw;sara
sara_pre1964_001171;INPRE015;1936;11;23;;;;-33.3;-68.75;;5.47;Mw;sara
sara_pre1964_001172;OSC013;1936;11;29;14;55;10;-22.5;-67;230;5.96;Mw;sara
sara_pre1964_001173;CERES995;1936;12;5;0;37;58;-20;-70.5;100;6.09;Mw;sara
sara_pre1964_001174;CERES995;1936;12;16;16;15;0;1.1;-77.6;;5.89;Mw;sara
sara_pre1964_001175;CERES995;1936;12;19;2;57;37;-28.5;-68.5;160;5.96;Mw;sara
sara_pre1964_001176;CERES995;1937;1;30;10;31;52;-36;-72;100;5.76;Mw;sara
sara_pre1964_001177;CERES995;1937;2;12;18;32;58;-32;-66.5;200;5.76;Mw;sara
sara_pre1964_001178;CERES995;1937;2;24;18;45;45;-23;-67;260;5.62;Mw;sara
sara_pre1964_001179;ISCGE013;1937;3;14;11;55;48.1;-24.861;-70.723;15;6.43;Mw;sara
sara_pre1964_001180;CERES995;1937;3;19;18;11;55;-29;-70;70;6.09;Mw;sara
sara_pre1964_001181;CERES995;1937;3;28;12;21;42;-13.5;-75;120;5.76;Mw;sara
sara_pre1964_001182;ENGV002;1937;3;29;7;49;44.92;-16.203;-71.071;95.8;6.61;Mw;sara
sara_pre1964_001183;CERES995;1937;4;8;0;0;0;-7.729;-77.981;20;6.23;Mw;sara
sara_pre1964_001184;CERES995;1937;4;17;0;0;0;-7.73;-77.98;10;6.23;Mw;sara
sara_pre1964_001185;ECU014;1937;5;21;13;12;23;2.2;-78.5;65;6.52;Mw;sara
sara_pre1964_001186;ISCGE013;1937;6;21;15;13;5.97;-8.335;-79.741;30;7.07;Mw;sara
sara_pre1964_001187;CERES995;1937;6;22;5;34;3;-9;-79;150;5.96;Mw;sara
sara_pre1964_001188;CERES995;1937;6;24;14;57;18;-7.8;-80.3;;5.62;Mw;sara
sara_pre1964_001189;ECU014;1937;7;8;12;51;5;3;-84;35;6.09;Mw;sara
sara_pre1964_001190;CERES995;1937;7;9;17;27;40;-16;-72;180;6.09;Mw;sara
sara_pre1964_001191;CERES995;1937;7;19;19;35;24;-1.5;-76.5;190;7.11;Mw;sara
sara_pre1964_001192;CERES995;1937;8;22;11;31;44;7;-36;;6.09;Mw;sara
sara_pre1964_001193;CERES995;1937;9;4;3;39;36;-0.5;-80;;6.47;Mw;sara
sara_pre1964_001194;CERES995;1937;9;24;2;40;7;9;-76;100;6.09;Mw;sara
sara_pre1964_001195;CERES995;1937;9;24;19;9;52;-22.5;-70;130;5.76;Mw;sara
sara_pre1964_001196;CERES995;1937;10;2;16;22;24;-14.7;-69.9;;5.03;Mw;sara
sara_pre1964_001197;CERES995;1937;10;12;20;50;55;-25;-68.5;110;6.52;Mw;sara
sara_pre1964_001198;CERES995;1937;10;15;3;41;15;-13.5;-77;90;5.62;Mw;sara
sara_pre1964_001199;CERES995;1937;10;27;0;21;20;-34.5;-71;110;6.09;Mw;sara
sara_pre1964_001200;CERES995;1937;11;1;8;35;5;-25;-70;75;6.09;Mw;sara
sara_pre1964_001201;CERES995;1937;11;3;6;6;0;-15.5;-68.5;33;5.62;Mw;sara
sara_pre1964_001202;CERES995;1937;11;7;9;8;43;-10;-73.5;120;5.76;Mw;sara
sara_pre1964_001203;CERES995;1937;12;12;14;3;45;-25;-70;60;6.09;Mw;sara
sara_pre1964_001204;CERES995;1937;12;24;3;23;38;-37;-72;70;5.76;Mw;sara
sara_pre1964_001205;ISCGE013;1937;12;24;6;20;45.03;-10.664;-75.597;15;6.35;Mw;sara
sara_pre1964_001206;CERES995;1937;;;;;;-9.1;-38.15;;3.23;Mw;sara
sara_pre1964_001207;CERES995;1938;1;9;20;26;0;-30.5;-69;120;5.96;Mw;sara
sara_pre1964_001208;CERES995;1938;1;16;21;41;47;-6;-75;100;6.09;Mw;sara
sara_pre1964_001209;ISCGE013;1938;1;24;10;31;51.86;-60.679;-35.937;10;7.03;Mw;sara
sara_pre1964_001210;CERES995;1938;2;4;10;27;21;-3;-91;;6.09;Mw;sara
sara_pre1964_001211;SGC014;1938;2;4;21;23;;5.61;-75.45;128;7.01;Mw;sara
sara_pre1964_001212;CERES995;1938;2;8;6;0;0;-1.7;-79.03;;4.95;Mw;sara
sara_pre1964_001213;CERES995;1938;2;8;7;16;9;-1.5;-81;;5.55;Mw;sara
sara_pre1964_001214;CERES995;1938;2;14;15;22;6;-2.5;-81.9;;5.55;Mw;sara
